microwave	B-SMT
-	I-SMT
assisted	I-SMT
synthesis	I-SMT
of	O
the	O
sandwich	B-DSC
-	I-DSC
like	I-DSC
porous	I-DSC
Al2O3	B-MAT
/	O
RGO	B-MAT
nanosheets	B-DSC
anchoring	O
NiO	B-MAT
nanocomposite	B-DSC
as	O
anode	B-APL
materials	O
for	O
lithium	B-APL
-	I-APL
ion	I-APL
batteries	I-APL

band	O
engineering	O
of	O
amorphous	B-DSC
silicon	B-MAT
ruthenium	I-MAT
thin	B-DSC
film	I-DSC
and	O
its	O
near	B-PRO
-	I-PRO
infrared	I-PRO
absorption	I-PRO
enhancement	O
combined	O
with	O
nano-holes	B-DSC
pattern	O
on	O
back	O
surface	B-DSC
of	O
silicon	B-MAT
substrate	B-DSC

This	O
one	O
-	O
spot	O
,	O
additives	O
-	O
free	O
method	O
successfully	O
made	O
metallic	B-PRO
Zn	B-MAT
powder	B-DSC
a	O
reducing	O
agent	O
of	O
GO	B-MAT
,	O
a	O
precursor	O
of	O
ZnO	B-MAT
,	O
and	O
also	O
a	O
morphology	B-PRO
controller	O
of	O
RGO	B-MAT
/	O
ZnO	B-MAT
.	O

together	O
with	O
these	O
phase	O
transformations	O
,	O
an	O
increment	O
in	O
the	O
amount	O
of	O
CO3Sr	B-MAT
is	O
detected	O
.	O

x-ray	B-CMT
absorption	I-CMT
spectra	O
of	O
the	O
spinel	B-SPL
In2S3	B-MAT
were	O
recorded	O
at	O
the	O
sulphur	O
K	O
and	O
indium	B-MAT
L1	O
and	O
L3	B-PRO
absorption	I-PRO
edges	I-PRO
,	O
scanning	O
the	O
unoccupied	B-PRO
electronic	I-PRO
states	I-PRO
of	O
S	B-PRO
p	I-PRO
,	O
In	O
p	O
,	O
and	O
In	O
(	O
s,d	O
)	O
symmetry	O
,	O
respectively	O
.	O

the	O
phase	B-PRO
diagram	I-PRO
in	O
the	O
region	O
up	O
to	O
<nUm>	O
at.	O
%	O
of	O
yttrium	B-MAT
has	O
been	O
constructed	O
.	O

The	O
combined	O
3D	B-DSC
and	O
1D	B-DSC
hierarchical	I-DSC
structure	B-PRO
has	O
significant	O
potential	O
as	O
an	O
efficient	O
photoanode	B-APL
for	O
QDSSC	B-APL
.	O

the	O
resulting	O
films	B-DSC
appeared	O
smooth	O
,	O
uniform	O
and	O
well	O
adherent	O
to	O
the	O
substrate	B-DSC
and	O
diffusely	O
reflecting	O
with	O
color	O
changing	O
from	O
grayish	O
-	O
brown	O
to	O
light	O
-	O
brown	O
as	O
x	O
was	O
varied	O
from	O
<nUm>	O
to	O
<nUm>	O
.	O

The	O
present	O
investigation	O
of	O
these	O
materials	O
includes	O
their	O
crystal	B-PRO
chemistry	I-PRO
,	O
thermal	B-PRO
stability	I-PRO
,	O
and	O
magnetic	B-PRO
properties	I-PRO
.	O

High	O
temperature	O
proton	B-CMT
NMR	I-CMT
study	O
of	O
yttrium	B-MAT
doped	B-DSC
barium	B-MAT
cerates	I-MAT

After	O
the	O
oxygen	O
pressure	O
reached	O
to	O
50	O
–	O
150	O
mTorr	O
,	O
CeO2	B-MAT
layer	B-DSC
was	O
deposited	O
on	O
the	O
CUTE	B-DSC
Ag	B-MAT
substrate	B-DSC
immediately	O
.	O

the	O
phase	B-PRO
transition	I-PRO
has	O
been	O
investigated	O
in	O
detail	O
using	O
synchrotron	B-CMT
powder	I-CMT
diffraction	I-CMT
,	O
raman	B-CMT
spectroscopy	I-CMT
and	O
DFT	B-CMT
calculations	O
.	O

The	O
enhancement	O
of	O
Er3+	O
PL	B-CMT
intensity	O
is	O
attributed	O
to	O
the	O
energy	O
transfer	O
from	O
the	O
silicon	B-MAT
nanocrystals	B-DSC
in	O
the	O
Si	B-MAT
:	I-MAT
Al2O3	I-MAT
sublayers	B-DSC
to	O
the	O
neighboring	O
Er3+	O
ions	O
in	O
the	O
Er	B-MAT
:	I-MAT
Si	I-MAT
:	I-MAT
Al2O3	I-MAT
sublayers	B-DSC
.	O

A	O
previews	O
study	O
of	O
germanium	B-MAT
selenide	I-MAT
glass	B-DSC
films	I-DSC
by	O
scanning	B-CMT
electron	I-CMT
microscopy	I-CMT
and	O
atomic	B-CMT
force	I-CMT
microscopy	I-CMT
revealed	O
a	O
heterogeneous	O
surface	B-PRO
morphology	I-PRO
consisting	O
of	O
granular	O
regions	O
∼	O
15	O
–	O
50	O
nm	O
in	O
size	O
,	O
which	O
cause	O
high	O
optical	B-PRO
losses	I-PRO
.	O

the	O
Zr	B-MAT
/	O
Ti	B-MAT
and	O
Zr	B-MAT
/	O
Y	B-MAT
molar	O
ratios	O
have	O
been	O
controlled	O
by	O
varying	O
the	O
precursors	O
and	O
surfactant	O
concentration	O
.	O

Effect	O
of	O
C	B-PRO
/	I-PRO
Ti	I-PRO
ratio	I-PRO
on	O
the	O
laser	B-SMT
ignited	I-SMT
self	I-SMT
-	I-SMT
propagating	I-SMT
high	I-SMT
-	I-SMT
temperature	I-SMT
synthesis	I-SMT
reaction	I-SMT
of	O
Al	B-MAT
–	I-MAT
Ti	I-MAT
–	I-MAT
C	I-MAT
system	O
for	O
fabricating	O
TiC	B-MAT
/	O
Al	B-MAT
composites	B-DSC

experimental	O
investigations	O
were	O
carried	O
out	O
by	O
scanning	B-CMT
tunneling	I-CMT
microscopy	I-CMT
(	O
STM	B-CMT
)	O
,	O
reflection	B-CMT
high	I-CMT
-	I-CMT
energy	I-CMT
electron	I-CMT
diffraction	I-CMT
,	O
low	B-CMT
-	I-CMT
energy	I-CMT
electron	I-CMT
diffraction	I-CMT
and	O
auger	B-CMT
electron	I-CMT
spectroscopy	I-CMT
.	O

silicon	B-MAT
is	O
widely	O
used	O
in	O
semiconductor	B-APL
industry	I-APL
but	O
has	O
poor	O
performance	O
in	O
near	B-APL
-	I-APL
infrared	I-APL
photoelectronic	I-APL
devices	I-APL
because	O
of	O
its	O
bandgap	B-PRO
limit	O
.	O

the	O
stress	B-PRO
–	I-PRO
strain	I-PRO
curves	I-PRO
were	O
obtained	O
for	O
Al	B-MAT
–	I-MAT
Zn	I-MAT
alloys	B-DSC
of	O
<nUm>	O
wt.	O
%	O
Zn	B-MAT
(	O
alloy	B-DSC
I	O
)	O
and	O
<nUm>	O
wt.	O
%	O
Zn	B-MAT
(	O
alloy	B-DSC
II	O
)	O
with	O
elements	O
of	O
purity	O
(	O
99.99	O
)	O
.	O

The	O
solubility	B-PRO
limit	I-PRO
of	I-PRO
Ho	I-PRO
on	I-PRO
Ti	I-PRO
sites	O
was	O
confirmed	O
less	O
than	O
3.0	B-PVL
mol	B-PUT
%	I-PUT
by	O
measuring	O
the	O
electrical	B-PRO
conductivity	I-PRO
and	O
the	O
lattice	B-PRO
constant	I-PRO
.	O

The	O
anodic	B-PRO
overvoltage	I-PRO
of	O
the	O
doped	B-DSC
ceria	B-MAT
/	O
anode	B-APL
interface	B-DSC
was	O
very	O
small	O
.	O

For	O
oxidation	B-SMT
time	O
≥	O
50h	O
,	O
the	O
TGO	B-MAT
thickness	O
in	O
the	O
conventional	O
TBCs	B-APL
was	O
found	O
to	O
be	O
lower	O
than	O
that	O
of	O
the	O
graded	O
TBCs	B-APL
.	O

The	O
peak	B-PRO
-	I-PRO
to	I-PRO
-	I-PRO
peak	I-PRO
linewidth	I-PRO
(	O
ΔHPP	B-PRO
)	O
,	O
g	B-PRO
factor	I-PRO
and	O
spin	B-PRO
number	I-PRO
(	O
NS	B-PRO
)	O
,	O
measured	O
at	O
room	O
temperature	O
,	O
decreased	O
with	O
increasing	O
SiO2	B-MAT
content	O
,	O
while	O
the	O
spin	B-PRO
–	I-PRO
spin	I-PRO
relaxation	I-PRO
time	I-PRO
(	O
T2	B-PRO
)	O
increased	O
.	O

However	O
,	O
it	O
is	O
still	O
a	O
major	O
challenge	O
to	O
uniformly	O
disperse	O
Bi	B-MAT
phase	O
in	O
Zn	B-MAT
matrix	B-DSC
during	O
solidification	B-SMT
processing	I-SMT
since	O
Bi	B-MAT
droplets	O
grow	O
very	O
fast	O
in	O
liquid	O
state	O
and	O
readily	O
coagulate	O
to	O
induce	O
phase	O
sedimentation	O
.	O

the	O
observed	O
initial	O
decrease	O
in	O
conductivity	B-PRO
(	O
ac	B-PRO
and	O
dc	B-PRO
)	O
and	O
increase	O
in	O
activation	B-PRO
energy	I-PRO
with	O
the	O
addition	O
of	O
MoO3	B-MAT
have	O
been	O
understood	O
to	O
be	O
due	O
to	O
the	O
hindrance	O
offered	O
by	O
the	O
mo+	O
ions	O
to	O
the	O
electronic	O
motions	O
.	O

Size	O
-	O
controlled	O
nc	B-MAT
-	I-MAT
Si	I-MAT
:	I-MAT
H	I-MAT
/	O
a-SiC	B-MAT
:	I-MAT
H	I-MAT
quantum	B-DSC
dots	I-DSC
superlattice	I-DSC
and	O
its	O
application	O
to	O
hydrogenated	B-APL
amorphous	I-APL
silicon	I-APL
solar	I-APL
cells	I-APL

Enthalpy	B-PRO
data	O
for	O
the	O
constituent	O
binaries	O
were	O
adopted	O
from	O
latest	O
calorimetric	B-CMT
measurements	I-CMT
and	O
thermodynamic	B-CMT
assessments	I-CMT
of	O
the	O
phase	B-PRO
diagrams	I-PRO
.	O

Although	O
both	O
of	O
the	O
materials	O
contain	O
second	B-CMT
-	I-CMT
order	I-CMT
Jahn	I-CMT
–	I-CMT
Teller	I-CMT
(	O
SOJT	B-CMT
)	O
distortive	O
cations	O
and	O
are	O
stoichiometrically	O
similar	O
,	O
they	O
reveal	O
different	O
structural	B-PRO
features	I-PRO
:	O
while	O
Y2MoSe3O12	B-MAT
shows	O
a	O
three	O
-	O
dimensional	O
framework	O
consisting	O
of	O
YO8	B-MAT
,	O
MoO6	B-MAT
,	O
and	O
SeO3	B-MAT
groups	O
,	O
Y2MoTe3O12	B-MAT
exhibits	O
a	O
layered	B-DSC
structure	O
composed	O
of	O
YO8	B-MAT
,	O
MoO4	B-MAT
,	O
TeO3	B-MAT
,	O
and	O
TeO4	B-MAT
polyhedra	O
.	O

the	O
findings	O
were	O
correlated	O
with	O
the	O
adhesion	B-PRO
of	O
the	O
layers	B-DSC
.	O

high	O
hole	B-PRO
concentration	I-PRO
Li	B-MAT
-	O
doped	B-DSC
NiOZn	B-MAT
thin	B-DSC
films	I-DSC
grown	O
by	O
photo	B-SMT
-	I-SMT
assisted	I-SMT
metal	I-SMT
–	I-SMT
organic	I-SMT
chemical	I-SMT
vapor	I-SMT
deposition	I-SMT

room	O
temperature	O
hardness	B-PRO
and	O
modulus	B-PRO
of	I-PRO
elasticity	I-PRO
of	O
the	O
compacts	B-SMT
were	O
in	O
the	O
range	O
reported	O
earlier	O
for	O
similar	O
materials	O
densified	B-SMT
by	O
pressureless	B-SMT
sintering	I-SMT
,	O
while	O
indentation	B-PRO
fracture	I-PRO
toughness	I-PRO
was	O
around	O
<nUm>	O
MPam1	O
/	O
<nUm>	O
.	O

The	O
results	O
obtained	O
results	O
corroborated	O
the	O
common	O
nature	O
and	O
degree	O
of	O
disorder	O
of	O
the	O
conduction	B-PRO
band	I-PRO
tail	I-PRO
in	O
all	O
four	O
-	O
coordinated	O
amorphous	B-DSC
semiconductors	B-PRO
.	O

In	O
CoW	B-MAT
alloys	B-DSC
there	O
is	O
a	O
slight	O
reduction	O
in	O
the	O
oxidation	B-PRO
rate	I-PRO
as	O
the	O
tungsten	B-MAT
content	O
is	O
increased	O
,	O
hwoever	O
this	O
is	O
much	O
mor	O
emarked	O
in	O
Co15CrW	B-MAT
alloys	B-DSC
.	O

the	O
binding	B-PRO
energies	I-PRO
between	O
the	O
incorporated	O
Fe	B-MAT
/	O
Cr	B-MAT
atoms	O
and	O
the	O
parent	O
β-Si5AlON7	B-MAT
are	O
~	O
<nUm>	O
eV	O
,	O
indicating	O
both	O
Fe	B-MAT
@	O
β-Si5AlON7	B-MAT
and	O
Cr	B-MAT
@	O
β-Si5AlON7	B-MAT
are	O
thermodynamically	B-PRO
stable	I-PRO
.	O

These	O
results	O
emphasize	O
the	O
importance	O
of	O
a	O
plane	O
and	O
smooth	O
titanium	B-MAT
substrate	B-DSC
surface	I-DSC
for	O
nanotubes	B-DSC
synthesis	O
and	O
further	O
device	O
processing	O
.	O

the	O
challenges	O
and	O
prospects	O
of	O
graphene	B-MAT
based	O
new	O
energy	O
materials	O
are	O
also	O
discussed	O
.	O

The	O
lattice	B-PRO
parameters	I-PRO
of	O
the	O
as-prepared	B-DSC
solid	I-DSC
solutions	I-DSC
decrease	O
with	O
increasing	O
yttrium	B-MAT
content	O
.	O

single	B-DSC
phase	I-DSC
cubic	B-SPL
Al15N25Ta2Ti8	B-MAT
yields	O
a	O
mass	O
-	O
gain	O
of	O
only	O
~	O
<nUm>	O
%	O
after	O
<nUm>	O
h	O
at	O
<nUm>	O
°	O
C	O
in	O
synthetic	O
air	O
,	O
whereas	O
Al13N20Ti7	B-MAT
is	O
completely	O
oxidized	B-SMT
after	O
<nUm>	O
min	O
.	O

it	O
was	O
concluded	O
that	O
over	O
the	O
established	O
consolidation	O
mechanisms	O
,	O
also	O
acts	O
the	O
partial	O
shear	O
mechanism	O
.	O

the	O
enhanced	O
lithium	B-PRO
storage	I-PRO
performance	I-PRO
is	O
mainly	O
ascribed	O
to	O
the	O
presence	O
of	O
the	O
conductive	B-PRO
RGO	B-MAT
and	O
Al2O3	B-MAT
buffer	B-DSC
phase	O
,	O
which	O
can	O
relieve	O
structural	B-PRO
collapse	I-PRO
and	O
offer	O
high	O
conductivity	B-PRO
.	O

the	O
values	O
of	O
several	O
electrical	B-PRO
parameters	I-PRO
such	O
as	O
ideality	B-PRO
factor	I-PRO
,	O
barrier	B-PRO
height	I-PRO
,	O
and	O
series	B-PRO
resistances	I-PRO
were	O
calculated	O
from	O
I	B-PRO
–	I-PRO
V	I-PRO
,	O
cheung	B-CMT
's	I-CMT
and	O
norde	B-CMT
's	I-CMT
functions	I-CMT
.	O

For	O
the	O
first	O
time	O
,	O
the	O
position	O
of	O
fatigue	B-PRO
crack	I-PRO
initiation	I-PRO
is	O
defined	O
in	O
stress	B-CMT
-	I-CMT
strain	I-CMT
curves	I-CMT
based	O
on	O
the	O
variation	O
of	O
the	O
fatigue	B-CMT
cyclic	I-CMT
loops	I-CMT
.	O

A	O
model	O
was	O
derived	O
for	O
the	O
film	B-DSC
structure	B-PRO
,	O
which	O
included	O
a	O
roughness	B-PRO
layer	I-PRO
at	O
the	O
surface	B-DSC
.	O

BaCuY	B-MAT
oxides	I-MAT
have	O
been	O
deposited	O
on	O
Si	B-MAT
and	O
sapphire	B-MAT
substrates	B-DSC
using	O
various	O
sputtering	B-SMT
methods	O
.	O

for	O
S-LSMO	B-MAT
,	O
where	O
the	O
heat	B-PRO
conduction	I-PRO
is	O
mainly	O
due	O
to	O
phonons	O
,	O
κ(T)	B-PRO
hardly	O
depends	O
on	O
the	O
magnetic	O
field	O
except	O
for	O
the	O
change	O
corresponding	O
to	O
the	O
TN	O
shift	O
.	O

the	O
three	B-CMT
-	I-CMT
dimensional	I-CMT
thermoluminescence	I-CMT
emission	I-CMT
spectra	O
were	O
also	O
studied	O
,	O
peaking	O
at	O
<nUm>	O
and	O
<nUm>	O
nm	O
due	O
to	O
the	O
characteristic	O
transition	O
of	O
ce3+	O
.	O

A	O
structural	B-CMT
model	I-CMT
is	O
proposed	O
for	O
K4Nb2O27Ti10	B-MAT
,	O
which	O
corresponds	O
to	O
the	O
intergrowth	O
of	O
K3NbO14Ti5	B-MAT
layers	B-DSC
with	O
the	O
K2O13Ti6	B-MAT
tunnel	O
structure	O
.	O

Our	O
results	O
for	O
the	O
important	O
direct	O
and	O
indirect	B-PRO
band	I-PRO
-	I-PRO
gap	I-PRO
energies	I-PRO
,	O
electron	B-PRO
effective	I-PRO
masses	I-PRO
and	O
antisymmetric	B-PRO
gaps	I-PRO
for	O
GaN	B-MAT
and	O
InN	B-MAT
agree	O
well	O
with	O
the	O
available	O
experimental	O
data	O
.	O

The	O
complete	O
phase	B-PRO
diagrams	I-PRO
of	O
the	O
TlNO3	B-MAT
–	I-MAT
CsNO3	I-MAT
and	O
RbNO3	B-MAT
–	I-MAT
CsNO3	I-MAT
systems	O
with	O
details	O
of	O
the	O
sub-solidus	O
regions	O
are	O
included	O
.	O

Effect	O
of	O
annealing	B-SMT
on	O
the	O
thermoelectric	B-PRO
properties	I-PRO
of	O
directionally	B-SMT
grown	I-SMT
Bi2Sr2Co1.8O	B-MAT
x	I-MAT
ceramics	B-DSC

these	O
composite	B-DSC
films	I-DSC
exhibit	O
good	O
magnetoelectric	B-PRO
coupling	I-PRO
effects	O
and	O
the	O
magnetoelectric	B-PRO
voltage	I-PRO
coefficients	I-PRO
(	O
αE	B-PRO
)	O
increase	O
with	O
increasing	O
the	O
volume	O
contents	O
of	O
CFO	B-MAT
films	B-DSC
in	O
composite	B-DSC
films	I-DSC
.	O

bright-	B-CMT
and	I-CMT
dark-	I-CMT
field	I-CMT
electron	I-CMT
microscopy	I-CMT
techniques	O
allowed	O
the	O
faults	O
in	O
nickel	B-MAT
to	O
be	O
identified	O
as	O
essentially	O
N	O
-	O
layer	O
twins	O
;	O
leading	O
to	O
the	O
conclusion	O
that	O
twin	O
formation	O
is	O
energetically	O
more	O
favorable	O
in	O
high	O
stacking	B-PRO
-	I-PRO
fault	I-PRO
energy	I-PRO
thin	B-DSC
foils	I-DSC
than	O
single	O
intrinsic	O
stacking	O
faults	O
.	O

Nitrogen	O
-	O
containing	O
phases	O
of	O
chromium	B-MAT
,	O
molybdenum	B-MAT
and	O
tungsten	B-MAT
were	O
formed	O
by	O
evaporation	B-SMT
of	O
the	O
metal	B-PRO
under	O
simultaneous	O
nitrogen	B-SMT
ion	I-SMT
irradiation	I-SMT
.	O

the	O
agreement	O
between	O
the	O
simulated	O
and	O
experimentally	O
observed	O
behaviors	O
suggests	O
that	O
such	O
calculations	O
could	O
be	O
used	O
to	O
predict	O
the	O
influence	O
of	O
temperature	O
and	O
deposit	O
composition	B-PRO
on	O
EBC	B-APL
degradation	O
.	O

The	O
mixed	O
layer	B-DSC
thickness	O
increases	O
almost	O
linearly	O
with	O
current	O
density	O
.	O

The	O
dielectric	B-PRO
properties	I-PRO
(	O
tanδ	B-PRO
,	O
dielectric	B-PRO
constant	I-PRO
(	O
ɛ′	B-PRO
)	O
,	O
dielectric	B-PRO
loss	I-PRO
(	O
ɛ″	B-PRO
)	O
)	O
,	O
electrical	B-PRO
modulus	I-PRO
and	O
electrical	B-PRO
conductivity	I-PRO
(	O
σac	B-PRO
)	O
of	O
these	O
glasses	B-DSC
have	O
also	O
been	O
studied	O
from	O
100	O
Hz	O
to	O
1MHz	O
at	O
the	O
room	O
temperature	O
.	O

The	O
results	O
highlighted	O
that	O
the	O
growth	O
of	O
TiO2	B-MAT
on	O
the	O
CM	B-DSC
strongly	O
depended	O
on	O
the	O
synthesis	O
conditions	O
.	O

The	O
remarkably	O
enhanced	O
LIB	B-APL
performance	O
could	O
be	O
attributed	O
to	O
their	O
layer	O
-	O
by	O
-	O
layer	O
aggregation	O
structures	O
.	O

Synthesis	O
of	O
BaCeO3	B-MAT
and	O
BaCe0.9Y0.1O3−δ	B-MAT
from	O
mixed	O
oxalate	B-MAT
precursors	O

high	O
temperature	O
raman	B-CMT
studies	O
of	O
diamond	B-MAT
thin	B-DSC
films	I-DSC

The	O
effect	O
of	O
the	O
addition	O
of	O
Co	B-MAT
to	O
a	O
Ni	B-MAT
–	I-MAT
Mn	I-MAT
–	I-MAT
Ga	I-MAT
polycrystalline	B-DSC
alloy	I-DSC
has	O
been	O
analyzed	O
through	O
a	O
comparative	O
calorimetric	B-CMT
study	I-CMT
of	O
the	O
effect	O
of	O
thermal	B-SMT
treatments	I-SMT
on	O
both	O
Co-free	B-DSC
and	O
Co-containing	B-DSC
alloys	I-DSC
.	O

effect	O
of	O
buffer	B-DSC
layer	I-DSC
on	O
thermochromic	B-PRO
performances	I-PRO
of	O
O2V	B-MAT
films	B-DSC
fabricated	O
by	O
magnetron	B-SMT
sputtering	I-SMT

From	O
the	O
point	O
of	O
their	O
electrical	B-PRO
properties	I-PRO
,	O
all	O
glasses	B-DSC
behave	O
as	O
ionic	B-PRO
conductors	I-PRO
.	O

the	O
new	O
alloy	B-DSC
exhibits	O
a	O
low	O
antibacterial	B-PRO
activity	I-PRO
.	O

Low	O
temperature	O
direct	O
growth	O
of	O
nanocrystalline	B-DSC
silicon	B-MAT
carbide	I-MAT
films	B-DSC

Preparation	O
and	O
multiferroic	B-PRO
properties	I-PRO
of	O
2-2	O
type	O
CoFe2O4	B-MAT
/	O
Pb(Zr,Ti)O3	B-MAT
composite	B-DSC
films	I-DSC
with	O
different	O
structures	B-PRO

seebeck	B-PRO
effect	I-PRO
in	O
the	O
antiferromagnetic	B-PRO
single	B-DSC
crystals	I-DSC
of	O
ZnCr2−x	B-MAT
In	I-MAT
x	I-MAT
se4	I-MAT
(	I-MAT
<nUm>	I-MAT
<	I-MAT
x	I-MAT
<	I-MAT
<nUm>	I-MAT
)	I-MAT

the	O
excitation	B-CMT
spectra	I-CMT
also	O
help	O
observing	O
the	O
degree	O
of	O
the	O
crystallinity	B-PRO
of	O
the	O
resulting	O
YAG	B-MAT
phase	O
.	O

Growth	O
and	O
characterization	O
of	O
diamond	B-MAT
film	B-DSC
on	O
aluminum	B-MAT
nitride	I-MAT

The	O
171Yb	O
nuclear	B-CMT
magnetic	I-CMT
resonance	I-CMT
(	O
NMR	B-CMT
)	O
is	O
observed	O
below	O
10K	O
in	O
the	O
single	B-DSC
crystal	I-DSC
of	O
the	O
Kondo	B-PRO
semiconductor	I-PRO
YbB12	B-MAT
with	O
the	O
large	O
shift	O
of	O
66	O
%	O
.	O

The	O
defect	B-PRO
equilibrium	I-PRO
relationships	I-PRO
of	O
the	O
localized	O
electron	O
well	O
explained	O
the	O
oxygen	B-PRO
vacancy	I-PRO
formation	O
in	O
B-site	B-PRO
mixed	I-PRO
LaCrO3	B-MAT
-	O
based	O
ceramics	B-DSC
.	O

to	O
investigate	O
the	O
thermodynamic	O
basis	O
of	O
such	O
behavior	O
,	O
enthalpies	B-PRO
of	I-PRO
formation	I-PRO
at	O
room	O
temperature	O
of	O
samarium	B-MAT
-	O
doped	B-DSC
ceria	B-MAT
(	O
Ce1−xSmxO2−0.5x	B-MAT
with	I-MAT
<nUm>	I-MAT
<	I-MAT
x	I-MAT
<	I-MAT
<nUm>	I-MAT
)	I-MAT
,	O
neodymium	B-MAT
-	O
doped	B-DSC
ceria	B-MAT
(	O
Ce1−xNdxO2−0.5x	B-MAT
with	I-MAT
<nUm>	I-MAT
<	I-MAT
x	I-MAT
<	I-MAT
<nUm>	I-MAT
)	I-MAT
,	O
and	O
neodymia	B-MAT
–	O
samaria	B-MAT
co-doped	B-DSC
ceria	B-MAT
(	O
Ce1−xNdx	B-MAT
/	I-MAT
2Smx	I-MAT
/	I-MAT
2O2−0.5x	I-MAT
with	I-MAT
<nUm>	I-MAT
<	I-MAT
x	I-MAT
<	I-MAT
<nUm>	I-MAT
)	I-MAT
have	O
been	O
measured	O
by	O
high	B-CMT
temperature	I-CMT
oxide	I-CMT
melt	I-CMT
solution	I-CMT
calorimetry	I-CMT
.	O

In	O
this	O
ab	B-CMT
-	I-CMT
initio	I-CMT
LDA	I-CMT
-	I-CMT
GGA	I-CMT
study	O
the	O
effective	B-PRO
mass	I-PRO
is	O
estimated	O
from	O
the	O
curvature	B-PRO
of	I-PRO
electronic	I-PRO
bands	I-PRO
by	O
one-band-approximation	B-CMT
and	O
is	O
in	O
excellent	O
agreement	O
with	O
experimental	O
data	O
of	O
nb-	B-MAT
and	O
La	B-MAT
-	O
doped	B-DSC
O3SrTi	B-MAT
.	O

Photocurrent	B-PRO
density	I-PRO
–	I-PRO
voltage	I-PRO
characteristics	I-PRO
(	O
J	B-PRO
–	I-PRO
V	I-PRO
curves	I-PRO
)	O
were	O
measured	O
under	O
AM1	O
illumination	O
at	O
room	O
temperature	O
and	O
the	O
devices	O
photocurrent	B-PRO
density	I-PRO
(	O
Jsc	B-PRO
)	O
,	O
open	B-PRO
circuit	I-PRO
voltage	I-PRO
(	O
Voc	B-PRO
)	O
,	O
fill	B-PRO
factor	I-PRO
(	O
FF	B-PRO
)	O
,	O
efficiency	B-PRO
(	O
%	O
)	O
and	O
parallel	B-PRO
resistance	I-PRO
(	O
RSH	B-PRO
)	O
values	O
were	O
extracted	O
.	O

Furthermore	O
,	O
FTIR	B-CMT
spectroscopy	I-CMT
was	O
used	O
to	O
measure	O
the	O
SiH2	B-MAT
:	O
SiH	B-MAT
ratio	O
in	O
the	O
films	B-DSC
.	O

since	O
la3+ion	O
itself	O
is	O
transparent	B-PRO
to	O
ultraviolet	O
radiation	O
,	O
vacancies	O
(	O
VCa2+	O
,	O
VS2+	O
)	O
and	O
substituted	O
ions	O
(	O
Na+Ca2+	O
,	O
La3+Ca2+	O
)	O
seem	O
to	O
be	O
associated	O
with	O
luminescence	O
centers	O
.	O

the	O
presence	O
of	O
the	O
Ba2CaO6Te	B-MAT
plays	O
an	O
important	O
role	O
as	O
a	O
flux	O
for	O
enhancing	O
the	O
growth	O
of	O
Ba3Cu3In4O12	B-MAT
whiskers	B-DSC
.	O

The	O
calculations	O
of	O
the	O
vibrational	B-PRO
frequencies	I-PRO
in	O
the	O
S8	O
ring	O
molecule	O
and	O
the	O
