Ti	B-MAT
can	O
result	O
in	O
a	O
very	O
good	O
oxidation	B-PRO
resistance	I-PRO
in	O
a	O
wide	O
temperature	O
range	O
(	O
750	O
–	O
1300	O
°	O
C	O
)	O
due	O
to	O
the	O
formation	O
of	O
a	O
duplex	B-DSC
layer	I-DSC
composed	O
of	O
a	O
silica	B-MAT
matrix	B-DSC
with	O
dispersed	O
titania	B-MAT
.	O

The	O
concentrations	O
of	O
stabilizer	O
,	O
triethanolamine	O
(	O
TEA	O
)	O
,	O
significantly	O
affected	O
the	O
purity	B-PRO
,	O
morphology	B-PRO
and	O
particle	B-PRO
sizes	I-PRO
of	O
the	O
prepared	O
powders	B-DSC
.	O

structural	B-PRO
and	O
optical	B-CMT
studies	I-CMT
of	O
CdSeZn	B-MAT
/	O
SeZn	B-MAT
/	O
MgSSeZn	B-MAT
separate	O
confinement	O
heterostructures	B-DSC
with	O
different	O
buffer	B-DSC
layers	I-DSC
grown	O
by	O
molecular	B-SMT
beam	I-SMT
epitaxy	I-SMT

all	O
samples	O
demonstrated	O
improved	O
crystalline	B-PRO
quality	I-PRO
,	O
as	O
measured	O
by	O
the	O
FWHM	O
of	O
the	O
OZn	B-MAT
(	O
0002	O
)	O
rocking	B-CMT
curve	I-CMT
,	O
with	O
increasing	O
substrate	B-DSC
temperature	O
.	O

it	O
was	O
due	O
to	O
the	O
enhancement	O
of	O
carrier	O
accumulation	O
and	O
the	O
reduction	O
of	O
parasitic	B-PRO
resistance	I-PRO
via	O
channel	O
modulation	O
.	O

Barrier	B-APL
layers	I-APL
grown	O
prior	O
to	O
quantum	B-DSC
dots	I-DSC
resulted	O
in	O
a	O
near	O
-	O
doubling	O
of	O
device	B-PRO
efficiency	I-PRO
(	O
0.30	B-PVL
%	B-PUT
to	O
0.57	B-PVL
%	B-PUT
)	O
whereas	O
barrier	B-APL
layers	I-APL
grown	O
after	O
quantum	B-DSC
dots	I-DSC
did	O
not	O
improve	O
efficiency	B-PRO
,	O
indicating	O
the	O
importance	O
of	O
quantum	B-DSC
dots	I-DSC
in	O
recombination	O
processes	O
.	O

the	O
new	O
alloy	B-DSC
releases	O
(	O
by	O
ICP-MS	B-CMT
measurements	O
)	O
very	O
low	O
quantities	O
of	O
Ti	B-MAT
,	O
Zr	B-MAT
,	O
Ag	B-MAT
ions	O
and	O
no	O
Ta	B-MAT
ions	O
.	O

Particularly	O
,	O
the	O
transmittance	B-PRO
of	O
the	O
DLCF	B-MAT
/	O
SI	B-PRO
-	O
GaAs	B-MAT
structure	O
after	O
γ-irradiation	B-SMT
with	O
a	O
dose	O
9⋅104	O
Gy	O
even	O
exceeds	O
that	O
of	O
initial	O
structures	O
.	O

At	O
this	O
vacancy	B-PRO
,	O
second	O
layer	O
Si	B-MAT
-	O
atoms	O
rebond	O
and	O
cause	O
the	O
adjacent	O
top	O
Si	B-MAT
-	O
dimers	O
to	O
brighten	O
up	O
in	O
the	O
STM	B-CMT
image	O
at	O
low	O
bias	O
voltages	O
.	O

In	O
the	O
present	O
study	O
,	O
bi-layer	B-DSC
,	O
YSZ	B-MAT
(	O
8	O
mol	O
%	O
yttria	B-MAT
doped	B-DSC
zirconia	B-MAT
,	O
a	O
predominantly	O
ionic	B-PRO
conductor	I-PRO
)	O
at	O
the	O
cathode	B-APL
side	O
and	O
8CYSZ	B-MAT
(	O
8	O
mol	O
%	O
ceria	B-MAT
doped	B-DSC
YSZ	B-MAT
,	O
a	O
mixed	B-PRO
ionic	I-PRO
-	I-PRO
electronic	I-PRO
conductor	I-PRO
)	O
at	O
the	O
anode	B-APL
side	O
were	O
fabricated	O
for	O
anode	B-APL
-	O
supported	O
cells	B-APL
with	O
a	O
Pt	B-MAT
probe	O
embedded	O
in	O
each	O
layer	B-DSC
to	O
estimate	O
the	O
internal	O
oxygen	B-PRO
chemical	I-PRO
potential	I-PRO
and	O
tested	O
under	O
a	O
negative	O
voltage	O
.	O

here	O
we	O
distill	O
the	O
current	O
state	O
-	O
of	O
-	O
the	O
-	O
art	O
and	O
highlight	O
the	O
guidelines	O
to	O
ascertain	O
the	O
scientific	O
challenges	O
as	O
well	O
as	O
the	O
requisites	O
to	O
make	O
this	O
technology	O
market	O
-	O
viable	O
.	O

At	O
1.5K	O
the	O
Tb	B-PRO
moments	I-PRO
have	O
two	O
components	O
,	O
a	O
collinear	O
and	O
a	O
noncollinear	O
(	O
spiral	O
)	O
one	O
,	O
and	O
so	O
the	O
magnetic	B-PRO
order	I-PRO
at	O
this	O
temperature	O
has	O
a	O
complex	O
character	O
.	O

systematic	O
magnetic	O
field	O
dependent	O
microwave	B-CMT
absorption	I-CMT
measurements	O
have	O
been	O
performed	O
on	O
nanocrystalline	B-DSC
La3Mn5O15Pb2	B-MAT
(	O
LPMO	B-MAT
)	O
thin	B-DSC
films	I-DSC
over	O
a	O
temperature	O
range	O
of	O
<nUm>	O
–	O
<nUm>	O
K	O
.	O

The	O
frequency	O
dependent	O
dielectric	B-PRO
interactions	I-PRO
show	O
the	O
variation	O
of	O
dielectric	B-PRO
constant	I-PRO
,	O
dielectric	B-PRO
loss	I-PRO
and	O
impedance	B-PRO
as	O
similar	O
to	O
other	O
ferrite	B-MAT
systems	O
.	O

we	O
report	O
the	O
trend	O
of	O
band	B-PRO
gap	I-PRO
results	O
as	O
:	O
(	O
mBJ	B-CMT
-	I-CMT
GGA	I-CMT
)	O
>	O
(	O
GGA+U	B-CMT
)	O
>	O
(	O
GGA	B-CMT
)	O
>	O
(	O
GGA+SOC	B-CMT
)	O
.	O

A	O
DFT	B-CMT
study	O
of	O
the	O
perovskite	B-SPL
and	O
hexagonal	B-SPL
phases	O
of	O
BaTiO3	B-MAT

Study	O
on	O
the	O
relation	O
between	O
surface	B-PRO
roughness	I-PRO
and	O
the	O
light	B-PRO
emission	I-PRO
spectrum	I-PRO
of	O
an	O
Au	B-MAT
–	O
Al2O3	B-MAT
–	O
Al	B-MAT
tunnel	B-APL
junction	I-APL

The	O
magnetic	B-PRO
structures	I-PRO
of	O
Nd0.7Pb0.3Mn1−xFexO3	B-MAT
(	I-MAT
x	I-MAT
=	I-MAT
0	I-MAT
,	I-MAT
0.025	I-MAT
,	I-MAT
0.05	I-MAT
,	I-MAT
0.075	I-MAT
)	I-MAT
compounds	O
show	O
that	O
the	O
Nd	B-MAT
and	O
Mn	B-MAT
ions	O
are	O
ferromagnetically	B-PRO
ordered	I-PRO
.	O

for	O
the	O
arsenic	B-SMT
-	I-SMT
implanted	I-SMT
specimens	O
with	O
a	O
dosage	O
of	O
<nUm>	O
×	O
<nUm>	O
cm−2	O
,	O
an	O
increase	O
of	O
sheet	B-PRO
resistance	I-PRO
was	O
observed	O
with	O
increasing	O
annealing	B-SMT
temperature	O
for	O
the	O
temperatures	O
range	O
from	O
<nUm>	O
to	O
<nUm>	O
°	O
C	O
.	O

Therefore	O
,	O
it	O
is	O
suggested	O
that	O
the	O
high	O
density	B-PRO
dispersion	I-PRO
of	O
incoherent	O
M23C6	B-MAT
as	O
well	O
as	O
semi-coherent	O
Ti	B-MAT
containing	O
MC	B-MAT
particles	B-DSC
would	O
be	O
beneficial	O
in	O
reducing	O
the	O
detrimental	O
helium	O
influences	O
on	O
mechanical	B-PRO
properties	I-PRO
.	O

The	O
effect	O
of	O
annealing	B-SMT
temperature	O
on	O
the	O
optical	B-PRO
and	O
electrical	B-PRO
properties	I-PRO
of	O
SnS	B-MAT
films	B-DSC
was	O
also	O
investigated	O
using	O
UV	B-CMT
–	I-CMT
vis	I-CMT
spectroscopy	I-CMT
,	O
Photo	B-PRO
-	I-PRO
electrochemical	I-PRO
response	I-PRO
and	O
Hall	B-PRO
Effect	I-PRO
.	O

mechanism	O
of	O
the	O
p	B-PRO
-	I-PRO
type	I-PRO
conductivity	I-PRO
of	O
the	O
OZn	B-MAT
:	I-MAT
N	I-MAT
film	B-DSC
was	O
discussed	O
in	O
the	O
present	O
work	O
.	O

the	O
three	O
-	O
dimensional	O
strain	O
pattern	O
within	O
the	O
particle	O
is	O
independent	O
of	O
cell	O
voltage	O
after	O
disconnection	O
,	O
indicating	O
that	O
the	O
particle	O
is	O
unable	O
to	O
redistribute	O
lithium	B-MAT
within	O
its	O
volume	O
or	O
to	O
its	O
neighbours	O
.	O

the	O
observed	O
shifts	O
are	O
much	O
smaller	O
than	O
those	O
expected	O
from	O
conventional	O
electron	B-PRO
-	I-PRO
phonon	I-PRO
pairing	I-PRO
superconductivity	I-PRO
.	O

High	O
conductivity	B-PRO
films	B-DSC
are	O
rapidly	O
obtained	O
at	O
800	O
°	O
C	O
and	O
above	O
.	O

the	O
air	B-SMT
-	I-SMT
treated	I-SMT
electrodes	B-APL
have	O
been	O
shown	O
to	O
be	O
photoactive	B-PRO
when	O
tested	O
as	O
photoanodes	B-APL
in	O
polyiodide	O
—	O
containing	O
photoelectrochemical	B-APL
cells	I-APL
.	O

In	O
samples	O
which	O
showed	O
good	O
adhesion	B-PRO
,	O
CdTi	B-MAT
intermetallic	B-PRO
compounds	O
and	O
oxides	B-MAT
were	O
generally	O
found	O
;	O
these	O
compounds	O
were	O
absent	O
in	O
samples	O
exhibiting	O
poor	O
adhesion	B-PRO
.	O

transmission	B-CMT
electron	I-CMT
microscopy	I-CMT
(	O
TEM	B-CMT
)	O
investigations	O
revealed	O
the	O
average	O
particle	B-PRO
size	I-PRO
of	O
these	O
powders	B-DSC
to	O
be	O
<nUm>	O
nm	O
.	O

the	O
influence	O
of	O
the	O
rapid	B-SMT
thermal	I-SMT
annealing	I-SMT
(	O
RTA	B-SMT
)	O
in	O
vacuum	O
at	O
<nUm>	O
°	O
C	O
on	O
the	O
leakage	B-PRO
current	I-PRO
characteristics	I-PRO
and	O
conduction	B-PRO
mechanisms	I-PRO
in	O
thermal	O
O5Ta2	B-MAT
(	O
<nUm>	O
–	O
<nUm>	O
nm	O
)	O
on	O
Si	B-MAT
has	O
been	O
studied	O
.	O

The	O
phase	B-PRO
diagram	I-PRO
in	O
the	O
region	O
up	O
to	O
50	O
at.	O
%	O
of	O
yttrium	B-MAT
has	O
been	O
constructed	O
.	O

this	O
shows	O
that	O
the	O
simple	O
mott	B-CMT
-	I-CMT
hubbard	I-CMT
model	I-CMT
has	O
to	O
be	O
modified	O
to	O
take	O
relaxation	O
into	O
account	O
.	O

The	O
results	O
show	O
that	O
monoclinic	B-SPL
columnar	O
grains	O
align	O
tightly	O
in	O
inner	O
oxides	B-MAT
,	O
whereas	O
porous	B-DSC
monoclinic	B-SPL
equiaxed	O
grains	O
exist	O
in	O
outer	O
oxides	B-MAT
.	O

microwave	B-SMT
-	I-SMT
assisted	I-SMT
synthesis	I-SMT
of	O
the	O
sandwich	B-DSC
-	I-DSC
like	I-DSC
porous	I-DSC
Al2O3	B-MAT
/	O
RGO	B-MAT
nanosheets	B-DSC
anchoring	O
NiO	B-MAT
nanocomposite	B-DSC
as	O
anode	B-APL
materials	O
for	O
lithium	B-APL
-	I-APL
ion	I-APL
batteries	I-APL

on	O
increasing	O
the	O
size	O
of	O
the	O
cluster	B-DSC
by	O
varying	O
number	O
of	O
Ag	B-MAT
atoms	O
with	O
fixed	O
number	O
of	O
Au	B-MAT
ones	O
,	O
vertical	B-PRO
ionization	I-PRO
potential	I-PRO
and	O
electron	B-PRO
affinity	I-PRO
show	O
obvious	O
odd	O
–	O
even	O
oscillations	O
consistent	O
with	O
the	O
pure	O
Ag	B-MAT
and	O
Au	B-MAT
clusters	B-DSC
.	O

solvent	B-SMT
etching	I-SMT
process	O
was	O
an	O
advanced	O
technique	O
for	O
perovskite	B-SPL
nanowire	B-DSC
construction	O
because	O
of	O
it	O
's	O
simple	O
,	O
universal	O
and	O
effective	O
operation	O
.	O

Lithium	B-APL
ion	I-APL
batteries	I-APL
are	O
the	O
dominant	O
form	O
of	O
energy	B-APL
storage	I-APL
in	O
mobile	B-APL
devices	I-APL
,	O
increasingly	O
employed	O
in	O
transportation	B-APL
,	O
and	O
likely	O
candidates	O
for	O
renewable	B-APL
energy	I-APL
storage	I-APL
and	O
integration	O
into	O
the	O
electrical	B-APL
grid	I-APL
.	O

after	O
heat	B-SMT
treated	I-SMT
at	O
<nUm>	O
°	O
C	O
in	O
a	O
hydrogen	O
atmosphere	O
,	O
the	O
cobalt	B-MAT
coating	B-APL
transforms	O
from	O
an	O
amorphous	B-DSC
to	O
a	O
crystalline	B-DSC
state	O
.	O

A	O
clear	O
CoNi	B-MAT
alloying	O
zone	O
can	O
be	O
observed	O
by	O
field	B-CMT
emission	I-CMT
scanning	I-CMT
electron	I-CMT
microscopy	I-CMT
and	O
energy	B-CMT
dispersive	I-CMT
spectroscopy	I-CMT
,	O
for	O
samples	O
annealed	B-SMT
with	O
and	O
without	O
magnetic	O
field	O
.	O

the	O
frequency	B-PRO
-	I-PRO
dependent	I-PRO
behavior	I-PRO
of	O
the	O
dielectric	B-PRO
loss	I-PRO
peak	O
in	O
Fe99La300O1000Ti201	B-MAT
manifests	O
itself	O
as	O
a	O
thermally	O
activated	O
relaxation	O
process	O
.	O

the	O
reason	O
for	O
the	O
enhanced	O
sensing	B-PRO
properties	I-PRO
of	O
O2Ti	B-MAT
/	O
Co3O4	B-MAT
is	O
considered	O
to	O
be	O
due	O
to	O
the	O
formation	O
of	O
a	O
p	B-APL
–	I-APL
n	I-APL
junction	I-APL
between	O
the	O
p	B-PRO
-	I-PRO
type	I-PRO
Co3O4	B-MAT
and	O
n	B-PRO
-	I-PRO
type	I-PRO
O2Ti	B-MAT
.	O

The	O
energy	B-PRO
gap	I-PRO
at	O
0	O
K	O
was	O
determined	O
to	O
be	O
1.4	B-PVL
eV	B-PUT
.	O

it	O
is	O
demonstrated	O
that	O
the	O
prepared	O
specimens	O
are	O
pure	O
O5V2	B-MAT
composition	B-PRO
with	O
shcherbinaite	B-SPL
phase	O
.	O

the	O
PZT	B-MAT
system	O
(	O
PbTixZr1	B-MAT
–	I-MAT
x	I-MAT
O3	I-MAT
,	I-MAT
<nUm>	I-MAT
≤	I-MAT
x	I-MAT
≤	I-MAT
<nUm>	I-MAT
)	I-MAT
:	O
the	O
real	O
phase	B-PRO
diagram	I-PRO
of	O
solid	B-DSC
solutions	I-DSC
(	O
room	O
temperature	O
)	O
(	O
part	O
<nUm>	O
)	O

Raman	B-CMT
spectrum	O
of	O
Ba-Y-Cu-O	B-MAT
system	O

As	O
the	O
reaction	O
temperature	O
increased	O
,	O
the	O
intensity	O
ratio	O
of	O
the	O
(	O
004	O
)	O
to	O
(	O
112	O
)	O
XRD	B-CMT
peaks	O
increased	O
dramatically	O
,	O
confirming	O
that	O
the	O
morphology	B-PRO
changed	O
from	O
a	O
tetragonal	B-SPL
bipyramid	I-SPL
to	O
a	O
2-D	B-DSC
four-fold	O
symmetric	O
dendrite	O
.	O

Meanwhile	O
,	O
the	O
dependence	O
of	O
deposition	O
rates	O
on	O
nanoparticle	B-DSC
concentrations	O
is	O
also	O
studied	O
.	O

the	O
size	O
of	O
the	O
crystallites	B-DSC
is	O
close	O
to	O
<nUm>	O
nm	O
whatever	O
the	O
starting	O
mixture	O
and	O
the	O
reaction	O
temperature	O
.	O

The	O
electrochemical	B-PRO
corrosion	I-PRO
improvement	I-PRO
of	O
a	O
powder	B-DSC
metallurgical	I-DSC
(	O
PM	B-DSC
)	O
stainless	B-MAT
steel	I-MAT
is	O
studied	O
in	O
this	O
work	O
.	O

The	O
corrosion	B-PRO
behavior	I-PRO
of	O
the	O
samples	O
was	O
studied	O
by	O
potentiodynamic	B-CMT
polarization	I-CMT
method	O
.	O

The	O
XRD	B-CMT
results	O
show	O
that	O
increasing	O
BNT	B-MAT
content	O
induce	O
a	O
gradual	O
phase	O
transformation	O
from	O
rhombohedral	B-SPL
to	O
pseudocubic	B-SPL
structure	O
near	O
x	O
=	O
0.4	O
.	O

Strikingly	O
,	O
Ag	B-MAT
and	O
Al	B-MAT
nanoparticles	B-DSC
with	O
diameters	O
around	O
150	O
nm	O
were	O
found	O
to	O
exhibit	O
over	O
−	O
90	B-PVL
%	B-PUT
optical	B-PRO
radiation	I-PRO
efficiencies	I-PRO
at	O
most	O
optical	O
frequencies	O
.	O

the	O
oxidation	B-PRO
resistance	I-PRO
was	O
not	O
influenced	O
very	O
much	O
by	O
the	O
presence	O
of	O
Co	B-MAT
in	O
the	O
AlCrNiY	B-MAT
coating	B-APL
at	O
<nUm>	O
°	O
C	O
static	O
atmosphere	O
.	O

A	O
mean	B-CMT
field	I-CMT
calculation	I-CMT
based	O
on	O
these	O
ideas	O
correctly	O
predicts	O
the	O
behaviour	O
of	O
the	O
activation	B-PRO
energy	I-PRO
and	O
explains	O
the	O
surprisingly	O
simple	O
arrhenius	B-PRO
behaviour	I-PRO
of	O
the	O
conductivity	B-PRO
.	O

From	O
this	O
work	O
,	O
it	O
has	O
been	O
inferred	O
that	O
the	O
uniform	O
coalescence	O
of	O
the	O
nucleation	O
islands	O
and	O
the	O
complete	O
coverage	O
of	O
AlN-NL	B-MAT
determine	O
the	O
surface	B-PRO
morphology	I-PRO
and	O
the	O
structural	B-PRO
quality	I-PRO
of	O
the	O
subsequently	O
grown	O
AlN	B-MAT
layers	B-DSC
.	O

the	O
growth	O
axes	O
were	O
〈100〉	O
,	O
〈010〉	O
and	O
〈001〉	O
.	O

In	O
the	O
frequency	O
range	O
<nUm>	O
−	O
<nUm>	O
–	O
<nUm>	O
Hz	O
and	O
the	O
temperature	O
interval	O
<nUm>	O
–	O
<nUm>	O
°	O
C	O
,	O
the	O
impedance	B-PRO
diagram	I-PRO
of	O
a	O
symmetrical	O
cell	B-APL
based	O
on	O
yttria	B-MAT
doped	B-DSC
thoria	B-MAT
is	O
composed	O
of	O
three	O
semicircles	O
,	O
the	O
influence	O
of	O
the	O
geometrical	B-PRO
factor	I-PRO
of	O
the	O
thoria	B-MAT
samples	O
indicates	O
that	O
the	O
two	O
low	O
frequency	O
semicircles	O
characterize	O
interface	O
processes	O
.	O

to	O
identify	O
contributions	O
from	O
the	O
individual	O
alloying	O
elements	O
the	O
binary	O
Ti	B-MAT
–	I-MAT
<nUm>	I-MAT
wt.	I-MAT
%	I-MAT
Fe	I-MAT
and	O
ternary	O
Ti	B-MAT
–	I-MAT
<nUm>	I-MAT
wt.	I-MAT
%	I-MAT
Fe	I-MAT
–	I-MAT
<nUm>	I-MAT
wt.	I-MAT
%	I-MAT
O	I-MAT
and	O
Ti	B-MAT
–	I-MAT
<nUm>	I-MAT
wt.	I-MAT
%	I-MAT
Fe	I-MAT
–	I-MAT
<nUm>	I-MAT
wt.	I-MAT
%	I-MAT
N	I-MAT
alloys	B-DSC
were	O
also	O
investigated	O
.	O

Doping	B-PRO
of	O
various	O
rare	O
earth	O
(	O
RE	O
)	O
ions	O
into	O
the	O
Ca	O
site	O
in	O
[(Bi0.5Pb0.5)2Ca2O4]yCoO2	B-MAT
[(Bi,Pb)Ca222]	I-MAT
enhanced	O
Δχ	B-PRO
comparable	O
to	O
that	O
of	O
[Ca2CoO3−δ]0.62CoO2	B-MAT
.	O

ruthenium	B-MAT
doped	B-DSC
lithium	B-MAT
ferrite	I-MAT

Potential	O
application	O
of	O
ceramic	B-DSC
matrix	I-DSC
composites	I-DSC
to	O
aero	B-APL
-	I-APL
engine	I-APL
components	I-APL

the	O
phase	B-PRO
and	O
morphology	B-PRO
of	O
the	O
as-prepared	B-DSC
product	O
were	O
characterized	O
by	O
means	O
of	O
powder	B-CMT
x-ray	I-CMT
diffraction	I-CMT
(	O
XRD	B-CMT
)	O
,	O
energy	B-CMT
dispersive	I-CMT
spectrometry	I-CMT
(	O
EDS	B-CMT
)	O
,	O
x-ray	B-CMT
photoelectron	I-CMT
spectroscopy	I-CMT
(	O
XPS	B-CMT
)	O
and	O
scanning	B-CMT
electron	I-CMT
microscopy	I-CMT
(	O
SEM	B-CMT
)	O
.	O

It	O
is	O
found	O
that	O
at	O
early	O
growth	O
stages	O
,	O
in	O
nanometric	B-DSC
films	I-DSC
,	O
a	O
layer	O
-	O
by	O
-	O
layer	O
mechanism	O
dominates	O
,	O
which	O
results	O
in	O
step	O
and	O
terrace	O
surface	B-PRO
morphology	I-PRO
.	O

the	O
αE	B-PRO
value	O
of	O
composite	B-DSC
film	I-DSC
(	O
2PZT	B-MAT
/	O
4CFO	B-MAT
/	O
2PZT	B-MAT
/	O
4CFO	B-MAT
/	O
2PZT	B-MAT
)	O
reaches	O
a	O
maximum	O
(	O
227mVcm−1Oe−1	O
)	O
among	O
all	O
the	O
prepared	O
composite	B-DSC
films	I-DSC
.	O

Thick	B-DSC
films	I-DSC
(	O
2	O
–	O
3	O
μm	O
)	O
,	O
produced	O
by	O
the	O
plasma	O
source	O
,	O
tend	O
to	O
delaminate	O
from	O
the	O
substrate	B-DSC
presumably	O
due	O
to	O
extreme	O
compressive	B-PRO
stresses	I-PRO
.	O

CeO2	B-MAT
doping	O
reduces	O
the	O
phase	O
transformation	O
temperature	O
and	O
significantly	O
stabilizes	O
the	O
tetragonal	B-SPL
phase	O
.	O

(Bi0.95La0.05)(Fe0.97Cr0.03)O3	B-MAT
/	O
CoFe2O4	B-MAT
double	B-DSC
layered	I-DSC
thin	I-DSC
film	I-DSC
was	O
prepared	O
on	O
a	O
Pt(111)	B-MAT
/	O
Ti	B-MAT
/	O
SiO2	B-MAT
/	O
Si(100)	B-MAT
substrate	B-DSC
by	O
using	O
a	O
chemical	B-SMT
solution	I-SMT
deposition	I-SMT
method	O
.	O

The	O
structural	B-PRO
and	O
magnetic	B-PRO
study	O
has	O
been	O
carried	O
out	O
by	O
neutron	B-CMT
powder	I-CMT
diffraction	I-CMT
and	O
susceptibility	B-PRO
measurements	O
between	O
1.7	O
and	O
300K	O
.	O

the	O
maximum	O
obtained	O
efficiency	B-PRO
for	O
solar	B-APL
energy	I-APL
conversion	I-APL
was	O
<nUm>	O
%	O
.	O

The	O
analysis	O
of	O
the	O
X-ray	B-CMT
diffraction	I-CMT
data	O
indicated	O
that	O
the	O
samples	O
had	O
hexagonal	B-SPL
wurtzite	I-SPL
structure	B-PRO
and	O
nanometric	O
size	O
crystallites	B-DSC
.	O

In	O
samples	O
,	O
which	O
were	O
simultaneously	O
grown	O
on	O
Si(112)	B-MAT
and	O
Si(113)	B-MAT
under	O
growth	O
conditions	O
optimized	O
for	O
Si(112)	B-MAT
,	O
we	O
observed	O
that	O
structures	O
on	O
Si(112)	B-MAT
consist	O
of	O
a	O
relatively	O
smooth	O
surface	B-DSC
but	O
those	O
on	O
Si(113)	B-MAT
have	O
a	O
large	O
number	O
of	O
surface	B-PRO
pits	I-PRO
with	O
a	O
three	O
dimensional	O
growth	O
mode	O
of	O
the	O
GaN	B-MAT
layers	B-DSC
resulting	O
in	O
a	O
rough	O
GaN	B-MAT
surface	B-DSC
.	O

Transport	B-PRO
and	O
magnetic	B-PRO
properties	I-PRO
are	O
reported	O
.	O

the	O
activation	B-PRO
energy	I-PRO
of	O
OZn	B-MAT
nanofibers	B-DSC
for	O
electrical	B-PRO
conduction	I-PRO
was	O
inversely	O
proportional	O
to	O
the	O
annealing	B-SMT
temperature	O
.	O

The	O
1.45	O
eV	O
emission	O
is	O
related	O
with	O
indium	B-PRO
vacancies	I-PRO
whereas	O
the	O
other	O
emissions	O
(	O
1.70	O
and	O
1.88	O
eV	O
)	O
are	O
related	O
with	O
a	O
donor	B-PRO
–	I-PRO
acceptor	I-PRO
pair	I-PRO
recombination	I-PRO
and	O
free	B-PRO
to	I-PRO
bound	I-PRO
transition	I-PRO
respectively	O
.	O

The	O
growth	O
of	O
technologically	O
relevant	O
compounds	O
,	O
Mg	B-MAT
-	O
doped	B-DSC
CuCrO2	B-MAT
delafossite	B-SPL
thin	B-DSC
films	I-DSC
,	O
on	O
a	O
quartz	B-MAT
substrate	B-DSC
by	O
radio-frequency	B-SMT
sputtering	I-SMT
is	O
reported	O
in	O
this	O
work	O
.	O

detailed	O
informations	O
on	O
the	O
bandstructure	B-PRO
of	O
PbSe	B-MAT
/	O
MnPbSe	B-MAT
SL	B-DSC
's	I-DSC
and	O
MQW	B-APL
's	I-APL
are	O
achieved	O
for	O
different	O
concentrations	O
of	O
the	O
magnetic	O
ions	O
and	O
different	O
widths	O
of	O
the	O
quantum	B-APL
wells	I-APL
by	O
interbandabsorption	B-CMT
and	O
coherent	B-CMT
raman	I-CMT
experiments	I-CMT
(	O
CARS	B-CMT
)	O
.	O

the	O
lower	O
conversion	B-PRO
efficiency	I-PRO
of	O
nanocrystalline	B-DSC
silicon	B-MAT
(	O
nc	B-DSC
-	O
Si	B-MAT
:	I-MAT
H	I-MAT
)	O
solar	B-APL
cells	I-APL
is	O
a	O
result	O
of	O
its	O
